"","year","month","day","dep_delay","arr_delay","carrier","origin","dest","air_time","distance","hour"
"145011",2014,6,27,-7,-19,"EV","EWR","CLT",74,529,12
"145012",2014,6,27,-3,-9,"EV","EWR","RIC",51,277,12
"145013",2014,6,27,93,87,"EV","LGA","IAD",41,229,21
"145014",2014,6,27,-10,-8,"EV","LGA","CLE",68,419,6
"145015",2014,6,27,-5,-10,"EV","LGA","IAD",49,229,9
"145016",2014,6,27,-5,-13,"EV","LGA","IAD",52,229,14
"145017",2014,6,27,-8,-11,"EV","EWR","RIC",51,277,8
"145018",2014,6,27,-2,6,"EV","EWR","OMA",156,1134,8
"145019",2014,6,27,28,59,"F9","LGA","DEN",232,1620,16
"145020",2014,6,27,6,2,"F9","LGA","DEN",218,1620,7
"145021",2014,6,27,4,12,"EV","EWR","CHS",92,628,8
"145022",2014,6,27,-10,-21,"EV","EWR","IND",94,645,17
"145023",2014,6,27,36,25,"EV","EWR","DTW",79,488,12
"145024",2014,6,27,2,-8,"EV","EWR","RIC",51,277,21
"145025",2014,6,27,-12,-22,"EV","LGA","CLE",68,419,9
"145026",2014,6,27,-2,-14,"EV","EWR","SDF",98,642,6
"145027",2014,6,27,-1,-1,"EV","EWR","GSO",71,445,8
"145028",2014,6,27,-5,-11,"EV","EWR","MSY",159,1167,8
"145029",2014,6,27,-4,8,"EV","EWR","GSP",85,594,14
"145030",2014,6,27,-7,-12,"EV","EWR","GRR",97,605,15
"145031",2014,6,27,-1,-20,"EV","EWR","MKE",115,725,15
"145032",2014,6,27,2,-15,"FL","LGA","ATL",102,762,13
"145033",2014,6,27,47,52,"FL","LGA","ATL",102,762,17
"145034",2014,6,27,-5,-24,"FL","LGA","ATL",98,762,9
"145035",2014,6,27,-2,7,"FL","LGA","CAK",61,397,17
"145036",2014,6,27,-9,-4,"MQ","LGA","CHO",51,305,12
"145037",2014,6,27,-6,-24,"HA","JFK","HNL",599,4983,9
"145038",2014,6,27,-5,-6,"MQ","LGA","ILM",74,500,10
"145039",2014,6,27,-5,-8,"MQ","JFK","CMH",77,483,14
"145040",2014,6,27,-6,-14,"MQ","JFK","CLE",75,425,14
"145041",2014,6,27,37,33,"MQ","LGA","ROA",62,405,16
"145042",2014,6,27,8,2,"MQ","LGA","STL",122,888,19
"145043",2014,6,27,0,-6,"MQ","LGA","STL",125,888,8
"145044",2014,6,27,-6,-13,"MQ","LGA","DTW",78,502,6
"145045",2014,6,27,64,62,"MQ","LGA","STL",118,888,18
"145046",2014,6,27,13,15,"MQ","LGA","STL",131,888,12
"145047",2014,6,27,-8,-22,"MQ","JFK","BNA",103,765,16
"145048",2014,6,27,-4,6,"MQ","JFK","CVG",88,589,15
"145049",2014,6,27,-4,10,"MQ","LGA","STL",122,888,9
"145050",2014,6,27,-4,21,"MQ","LGA","STL",127,888,14
"145051",2014,6,27,-5,-1,"MQ","LGA","RIC",50,292,16
"145052",2014,6,27,-6,7,"MQ","LGA","CMH",77,479,14
"145053",2014,6,27,-4,-11,"MQ","LGA","RIC",54,292,19
"145054",2014,6,27,-12,-11,"MQ","LGA","RIC",57,292,12
"145055",2014,6,27,105,85,"MQ","LGA","ORF",52,296,21
"145056",2014,6,27,20,23,"MQ","JFK","BWI",49,184,16
"145057",2014,6,27,0,3,"MQ","LGA","GSO",72,461,15
"145058",2014,6,27,-8,-20,"MQ","JFK","IND",97,665,15
"145059",2014,6,27,-8,-17,"MQ","JFK","ORF",50,290,16
"145060",2014,6,27,37,25,"MQ","LGA","RDU",64,431,21
"145061",2014,6,27,-3,-11,"MQ","JFK","DCA",39,213,10
"145062",2014,6,27,-6,5,"MQ","JFK","PIT",64,340,14
"145063",2014,6,27,-2,16,"MQ","LGA","TYS",97,647,13
"145064",2014,6,27,51,65,"MQ","LGA","LIT",140,1085,19
"145065",2014,6,27,-8,-9,"MQ","LGA","CMH",73,479,11
"145066",2014,6,27,-7,8,"MQ","JFK","RDU",71,427,14
"145067",2014,6,27,-4,-18,"MQ","JFK","DCA",48,213,17
"145068",2014,6,27,-5,10,"MQ","LGA","RDU",72,431,16
"145069",2014,6,27,-5,0,"MQ","LGA","RDU",66,431,13
"145070",2014,6,27,0,17,"MQ","LGA","RDU",72,431,9
"145071",2014,6,27,-11,-3,"MQ","LGA","BNA",112,764,12
"145072",2014,6,27,-3,-15,"MQ","JFK","RDU",69,427,8
"145073",2014,6,27,7,23,"MQ","LGA","RDU",74,431,10
"145074",2014,6,27,4,-1,"MQ","LGA","DAY",85,549,21
"145075",2014,6,28,23,23,"AA","JFK","LAX",323,2475,9
"145076",2014,6,28,-5,9,"AA","JFK","LAX",341,2475,6
"145077",2014,6,28,-6,-12,"AA","LGA","MIA",148,1096,5
"145078",2014,6,28,2,2,"AA","JFK","LAX",312,2475,11
"145079",2014,6,28,12,0,"AA","JFK","LAX",335,2475,18
"145080",2014,6,28,7,-21,"AA","LGA","MIA",149,1096,13
"145081",2014,6,28,-2,-7,"AA","JFK","LAX",316,2475,14
"145082",2014,6,28,-6,-5,"AA","JFK","LAX",332,2475,7
"145083",2014,6,28,-4,-28,"AA","JFK","LAS",297,2248,16
"145084",2014,6,28,-2,6,"AA","JFK","SFO",344,2586,7
"145085",2014,6,28,-9,-10,"AA","JFK","DFW",182,1391,15
"145086",2014,6,28,7,-8,"AA","JFK","SJU",197,1598,17
"145087",2014,6,28,-1,-34,"AA","JFK","LAX",318,2475,16
"145088",2014,6,28,-2,-35,"AA","JFK","SEA",321,2422,17
"145089",2014,6,28,49,45,"AA","JFK","SFO",368,2586,20
"145090",2014,6,28,-4,-21,"AA","JFK","LAX",318,2475,9
"145091",2014,6,28,-5,-29,"AA","LGA","ORD",100,733,7
"145092",2014,6,28,-6,-8,"AA","JFK","SFO",367,2586,17
"145093",2014,6,28,-5,-13,"AA","JFK","BOS",39,187,12
"145094",2014,6,28,-1,-14,"AA","JFK","SFO",345,2586,10
"145095",2014,6,28,-3,-34,"AA","JFK","LAX",319,2475,17
"145096",2014,6,28,11,-14,"AA","JFK","LAX",308,2475,21
"145097",2014,6,28,-4,-29,"AA","JFK","ORD",108,740,7
"145098",2014,6,28,-7,-39,"AA","JFK","ORD",111,740,16
"145099",2014,6,28,-4,-29,"AA","LGA","ORD",102,733,13
"145100",2014,6,28,-3,-40,"AA","LGA","ORD",104,733,14
"145101",2014,6,28,2,-21,"AA","LGA","ORD",101,733,17
"145102",2014,6,28,-2,-13,"AA","LGA","MIA",151,1096,11
"145103",2014,6,28,-5,3,"AA","JFK","BOS",37,187,8
"145104",2014,6,28,5,7,"AA","JFK","SFO",362,2586,15
"145105",2014,6,28,-5,-28,"AA","JFK","SAN",310,2446,17
"145106",2014,6,28,-4,-6,"AA","JFK","AUS",200,1521,17
"145107",2014,6,28,5,-35,"AA","JFK","LAX",306,2475,19
"145108",2014,6,28,-5,-18,"AA","LGA","ORD",101,733,5
"145109",2014,6,28,-5,-22,"AA","LGA","ORD",107,733,6
"145110",2014,6,28,-4,-20,"AA","LGA","ORD",102,733,6
"145111",2014,6,28,15,-24,"AA","LGA","ORD",99,733,8
"145112",2014,6,28,500,495,"AA","EWR","DFW",176,1372,22
"145113",2014,6,28,-8,-17,"AA","LGA","ORD",103,733,10
"145114",2014,6,28,-5,-24,"AA","LGA","ORD",103,733,11
"145115",2014,6,28,-3,-27,"AA","LGA","ORD",104,733,12
"145116",2014,6,28,-5,-8,"AA","JFK","DCA",52,213,15
"145117",2014,6,28,21,-5,"AA","JFK","BOS",34,187,17
"145118",2014,6,28,-1,3,"AA","JFK","MIA",150,1089,6
"145119",2014,6,28,-6,-41,"AA","LGA","MIA",155,1096,15
"145120",2014,6,28,-7,-7,"AA","LGA","DFW",186,1389,5
"145121",2014,6,28,-8,-26,"AA","LGA","DFW",187,1389,11
"145122",2014,6,28,-4,1,"AA","LGA","DFW",185,1389,6
"145123",2014,6,28,3,-13,"AA","LGA","DFW",184,1389,13
"145124",2014,6,28,-9,-19,"AA","LGA","DFW",186,1389,7
"145125",2014,6,28,-7,-5,"AA","LGA","DFW",194,1389,14
"145126",2014,6,28,17,-7,"AA","LGA","ORD",105,733,19
"145127",2014,6,28,-9,-26,"AA","LGA","ORD",107,733,19
"145128",2014,6,28,-10,-9,"AA","LGA","DFW",175,1389,8
"145129",2014,6,28,-11,-22,"AA","LGA","DFW",185,1389,9
"145130",2014,6,28,-1,-32,"AA","LGA","DFW",183,1389,16
"145131",2014,6,28,-3,-27,"AA","LGA","DFW",184,1389,17
"145132",2014,6,28,-8,-8,"AA","JFK","LAS",291,2248,7
"145133",2014,6,28,-6,-14,"AA","EWR","DFW",181,1372,9
"145134",2014,6,28,-5,-1,"AA","EWR","MIA",153,1085,6
"145135",2014,6,28,-7,9,"AA","JFK","SJU",207,1598,8
"145136",2014,6,28,-3,6,"AA","JFK","STT",205,1623,8
"145137",2014,6,28,-6,-19,"AA","JFK","MIA",146,1089,8
"145138",2014,6,28,-5,-11,"AA","EWR","DFW",180,1372,7
"145139",2014,6,28,-1,-23,"AA","EWR","MIA",150,1085,17
"145140",2014,6,28,-6,-54,"AA","LGA","MIA",137,1096,17
"145141",2014,6,28,34,11,"AA","JFK","MIA",149,1089,15
"145142",2014,6,28,15,11,"AA","EWR","MIA",147,1085,11
"145143",2014,6,28,-3,-2,"AA","EWR","DFW",180,1372,12
"145144",2014,6,28,-9,-14,"AA","LGA","MIA",154,1096,7
"145145",2014,6,28,-2,-38,"AA","LGA","MIA",153,1096,14
"145146",2014,6,28,-3,2,"AA","JFK","DFW",184,1391,8
"145147",2014,6,28,-8,-32,"AA","LGA","MIA",152,1096,9
"145148",2014,6,28,-3,9,"AA","LGA","MIA",151,1096,10
"145149",2014,6,28,-5,-10,"AA","JFK","MCO",126,944,14
"145150",2014,6,28,48,21,"AA","JFK","MIA",142,1089,18
"145151",2014,6,28,-3,-7,"AA","JFK","MIA",143,1089,5
"145152",2014,6,28,6,-11,"AA","JFK","BOS",34,187,20
"145153",2014,6,28,2,-15,"AA","JFK","MIA",148,1089,15
"145154",2014,6,28,-6,-25,"AA","LGA","MIA",148,1096,6
"145155",2014,6,28,-5,-46,"AA","LGA","MIA",136,1096,19
"145156",2014,6,28,-8,-50,"AS","EWR","SEA",298,2402,7
"145157",2014,6,28,0,-1,"B6","JFK","FLL",147,1069,10
"145158",2014,6,28,-4,-17,"B6","JFK","SJU",195,1598,7
"145159",2014,6,28,16,9,"B6","EWR","FLL",146,1065,9
"145160",2014,6,28,-2,-2,"B6","JFK","PWM",52,273,7
"145161",2014,6,28,12,15,"B6","JFK","LAX",321,2475,7
"145162",2014,6,28,-10,-16,"B6","EWR","MCO",122,937,5
"145163",2014,6,28,24,25,"B6","JFK","BTV",49,266,13
"145164",2014,6,28,-5,4,"B6","JFK","PBI",142,1028,10
"145165",2014,6,28,-2,-33,"B6","JFK","ABQ",234,1826,19
"145166",2014,6,28,-5,-22,"B6","JFK","SLC",278,1990,20
"145167",2014,6,28,-6,-16,"B6","JFK","MCO",125,944,11
"145168",2014,6,28,-4,-31,"B6","JFK","SAN",309,2446,16
"145169",2014,6,28,-3,34,"B6","JFK","DEN",257,1626,20
"145170",2014,6,28,-3,-35,"B6","JFK","BUF",55,301,18
"145171",2014,6,28,65,62,"B6","JFK","ORD",106,740,22
"145172",2014,6,28,8,-1,"B6","JFK","PWM",43,273,22
"145173",2014,6,28,-2,1,"B6","JFK","SYR",38,209,9
"145174",2014,6,28,-2,-10,"B6","JFK","BOS",40,187,13
"145175",2014,6,28,-8,-18,"B6","EWR","MCO",120,937,11
"145176",2014,6,28,8,-27,"B6","JFK","PHX",272,2153,20
"145177",2014,6,28,-2,-29,"B6","JFK","PBI",130,1028,18
"145178",2014,6,28,10,23,"B6","JFK","SMF",357,2521,19
"145179",2014,6,28,-4,-6,"B6","JFK","SRQ",147,1041,7
"145180",2014,6,28,23,32,"B6","JFK","OAK",361,2576,16
"145181",2014,6,28,-4,9,"B6","JFK","SAN",313,2446,8
"145182",2014,6,28,0,-24,"B6","LGA","MCO",125,950,9
"145183",2014,6,28,-3,-33,"B6","JFK","FLL",137,1069,18
"145184",2014,6,28,-2,3,"B6","JFK","PWM",52,273,11
"145185",2014,6,28,-5,-8,"B6","JFK","LAS",288,2248,6
"145186",2014,6,28,18,3,"B6","JFK","LGB",312,2465,14
"145187",2014,6,28,-2,-2,"B6","JFK","CLT",88,541,8
"145188",2014,6,28,-1,14,"B6","JFK","LAX",331,2475,9
"145189",2014,6,28,43,15,"B6","JFK","TPA",134,1005,20
"145190",2014,6,28,-4,-25,"B6","EWR","MCO",124,937,18
"145191",2014,6,28,11,6,"B6","JFK","BTV",42,266,22
"145192",2014,6,28,8,-18,"B6","JFK","SEA",320,2422,17
"145193",2014,6,28,-7,-31,"B6","LGA","FLL",138,1076,9
"145194",2014,6,28,-5,31,"B6","JFK","HOU",217,1428,8
"145195",2014,6,28,-4,-27,"B6","JFK","MCO",128,944,15
"145196",2014,6,28,44,34,"B6","JFK","ROC",48,264,14
"145197",2014,6,28,-5,-28,"B6","LGA","MCO",123,950,17
"145198",2014,6,28,9,13,"B6","JFK","FLL",150,1069,14
"145199",2014,6,28,13,-18,"B6","EWR","FLL",137,1065,18
"145200",2014,6,28,43,47,"B6","JFK","PWM",50,273,14
"145201",2014,6,28,-8,-5,"B6","JFK","BOS",37,187,6
"145202",2014,6,28,8,-2,"B6","JFK","LAX",316,2475,12
"145203",2014,6,28,-6,-39,"B6","JFK","TPA",133,1005,14
"145204",2014,6,28,28,12,"B6","EWR","MCO",118,937,17
"145205",2014,6,28,9,-19,"B6","JFK","BUR",320,2465,17
"145206",2014,6,28,-10,-9,"B6","LGA","FLL",150,1076,5
"145207",2014,6,28,51,44,"B6","JFK","SJU",203,1598,14
"145208",2014,6,28,1,-13,"B6","JFK","PWM",51,273,17
"145209",2014,6,28,-6,-9,"B6","JFK","LAS",288,2248,9
"145210",2014,6,28,13,13,"B6","JFK","SFO",365,2586,18
"145211",2014,6,28,-11,-39,"B6","JFK","BOS",35,187,19
"145212",2014,6,28,-2,-30,"B6","JFK","LAX",322,2475,16
"145213",2014,6,28,74,53,"B6","LGA","SRQ",141,1047,14
"145214",2014,6,28,-4,-6,"B6","JFK","PBI",133,1028,6
"145215",2014,6,28,-2,-17,"B6","LGA","PBI",136,1035,7
"145216",2014,6,28,26,0,"B6","JFK","JAX",108,828,15
"145217",2014,6,28,14,8,"B6","JFK","MCO",125,944,9
"145218",2014,6,28,-6,-8,"B6","JFK","ROC",47,264,22
"145219",2014,6,28,32,14,"B6","LGA","MCO",121,950,21
"145220",2014,6,28,-3,-13,"B6","EWR","FLL",142,1065,13
"145221",2014,6,28,214,212,"B6","JFK","BOS",37,187,14
"145222",2014,6,28,5,-9,"B6","JFK","LAX",311,2475,21
"145223",2014,6,28,-1,-4,"B6","JFK","TPA",137,1005,6
"145224",2014,6,28,72,50,"B6","EWR","MCO",115,937,22
"145225",2014,6,28,41,25,"B6","EWR","PBI",133,1023,17
"145226",2014,6,28,-2,-8,"B6","JFK","PBI",137,1028,13
"145227",2014,6,28,-9,-32,"B6","EWR","TPA",132,997,15
"145228",2014,6,28,-1,-18,"B6","JFK","MSY",157,1182,14
"145229",2014,6,28,-2,-6,"B6","JFK","HOU",194,1428,15
"145230",2014,6,28,14,15,"B6","JFK","MCO",124,944,6
"145231",2014,6,28,41,35,"B6","JFK","ROC",48,264,10
"145232",2014,6,28,-3,-4,"B6","JFK","FLL",148,1069,5
"145233",2014,6,28,-3,-8,"B6","JFK","ORD",106,740,12
"145234",2014,6,28,-1,6,"B6","JFK","LAS",301,2248,21
"145235",2014,6,28,-3,9,"B6","JFK","SJC",357,2569,18
"145236",2014,6,28,-5,-4,"B6","JFK","MSY",155,1182,6
"145237",2014,6,28,-2,-14,"B6","JFK","JAX",108,828,7
"145238",2014,6,28,-7,-12,"B6","JFK","MCO",126,944,7
"145239",2014,6,28,54,42,"B6","JFK","ROC",44,264,21
"145240",2014,6,28,-6,-19,"B6","JFK","BUF",49,301,21
"145241",2014,6,28,5,-6,"B6","JFK","SJU",195,1598,14
"145242",2014,6,28,12,0,"B6","JFK","LAS",310,2248,19
"145243",2014,6,28,-3,-2,"B6","JFK","BOS",40,187,22
"145244",2014,6,28,0,-4,"B6","JFK","PSE",198,1617,23
"145245",2014,6,28,34,23,"B6","JFK","MSY",154,1182,22
"145246",2014,6,28,-6,0,"B6","JFK","AUS",202,1521,9
"145247",2014,6,28,44,29,"B6","JFK","SJU",194,1598,17
"145248",2014,6,28,2,-3,"B6","JFK","BQN",184,1576,0
"145249",2014,6,28,-2,-8,"B6","JFK","SAV",96,718,9
"145250",2014,6,28,-2,-11,"B6","JFK","HYA",39,196,11
"145251",2014,6,28,-3,-36,"B6","JFK","MCO",123,944,19
"145252",2014,6,28,-3,5,"B6","JFK","RDU",72,427,7
"145253",2014,6,28,-7,-4,"B6","JFK","FLL",152,1069,8
"145254",2014,6,28,-5,-1,"B6","JFK","ORD",106,740,6
"145255",2014,6,28,14,12,"B6","JFK","SFO",358,2586,20
"145256",2014,6,28,4,-30,"B6","JFK","BOS",36,187,16
"145257",2014,6,28,-1,-4,"B6","JFK","TPA",132,1005,10
"145258",2014,6,28,-6,-18,"B6","EWR","MCO",125,937,12
"145259",2014,6,28,26,27,"B6","JFK","RSW",156,1074,7
"145260",2014,6,28,-1,15,"B6","JFK","BQN",204,1576,5
"145261",2014,6,28,13,29,"B6","LGA","FLL",152,1076,10
"145262",2014,6,28,-2,-34,"B6","JFK","LGB",308,2465,18
"145263",2014,6,28,24,-11,"B6","JFK","SAV",92,718,16
"145264",2014,6,28,-4,-36,"B6","JFK","MCO",119,944,19
"145265",2014,6,28,7,2,"B6","LGA","MCO",126,950,6
"145266",2014,6,28,33,21,"B6","JFK","SJU",188,1598,22
"145267",2014,6,28,-4,-13,"B6","JFK","ORD",108,740,11
"145268",2014,6,28,9,-5,"B6","LGA","TPA",137,1010,16
"145269",2014,6,28,-3,-14,"B6","JFK","CLT",83,541,17
"145270",2014,6,28,-2,-20,"B6","LGA","PBI",140,1035,15
"145271",2014,6,28,-1,-15,"B6","LGA","FLL",142,1076,14
"145272",2014,6,28,0,-12,"B6","JFK","MCO",124,944,21
"145273",2014,6,28,23,6,"B6","JFK","RDU",64,427,17
"145274",2014,6,28,-8,-5,"B6","JFK","ACK",41,199,11
"145275",2014,6,28,15,4,"B6","JFK","FLL",132,1069,22
"145276",2014,6,28,26,15,"B6","JFK","SJU",190,1598,22
"145277",2014,6,28,-3,-20,"B6","JFK","PDX",330,2454,20
"145278",2014,6,28,-18,-39,"B6","LGA","FLL",142,1076,19
"145279",2014,6,28,-7,1,"B6","JFK","CHS",95,636,6
"145280",2014,6,28,-3,-19,"B6","EWR","SJU",200,1608,7
"145281",2014,6,28,25,28,"B6","JFK","ACK",41,199,10
"145282",2014,6,28,-6,-29,"B6","JFK","AUS",194,1521,20
"145283",2014,6,28,-1,-11,"B6","JFK","IAD",40,228,7
"145284",2014,6,28,5,-7,"B6","JFK","MVY",39,173,13
"145285",2014,6,28,0,-6,"B6","LGA","FLL",135,1076,21
"145286",2014,6,28,0,-3,"B6","JFK","CHS",91,636,13
"145287",2014,6,28,52,43,"B6","JFK","FLL",148,1069,14
"145288",2014,6,28,3,-5,"B6","JFK","SJU",194,1598,5
"145289",2014,6,28,-4,-10,"B6","JFK","ACK",40,199,7
"145290",2014,6,28,-1,-2,"B6","JFK","SJU",188,1598,23
"145291",2014,6,28,-8,-6,"B6","EWR","RSW",148,1068,7
"145292",2014,6,28,-1,-20,"AA","JFK","SJU",196,1598,6
"145293",2014,6,28,52,36,"B6","JFK","SYR",60,209,18
"145294",2014,6,28,-3,2,"B6","JFK","BTV",47,266,9
"145295",2014,6,28,-1,-27,"B6","LGA","RSW",144,1080,13
"145296",2014,6,28,11,-1,"B6","JFK","JAX",108,828,21
"145297",2014,6,28,-5,-21,"B6","LGA","TPA",132,1010,7
"145298",2014,6,28,-5,-16,"B6","JFK","RSW",152,1074,15
"145299",2014,6,28,-8,-5,"B6","JFK","MCO",128,944,8
"145300",2014,6,28,10,6,"B6","JFK","FLL",147,1069,16
"145301",2014,6,28,-4,-9,"B6","JFK","SYR",43,209,22
"145302",2014,6,28,1,-17,"B6","JFK","MCO",129,944,14
"145303",2014,6,28,-4,-17,"B6","EWR","SJU",190,1608,23
"145304",2014,6,28,-2,2,"B6","JFK","BUF",51,301,22
"145305",2014,6,28,-9,-24,"B6","EWR","BOS",36,200,8
"145306",2014,6,28,-1,-19,"B6","JFK","BUF",53,301,16
"145307",2014,6,28,-5,-5,"B6","EWR","BOS",45,200,11
"145308",2014,6,28,-6,-6,"B6","EWR","BOS",43,200,13
"145309",2014,6,28,41,21,"B6","EWR","BOS",37,200,18
"145310",2014,6,28,-2,1,"B6","JFK","BUF",67,301,7
"145311",2014,6,28,7,29,"B6","JFK","BUF",54,301,6
"145312",2014,6,28,11,-5,"AA","EWR","DFW",185,1372,17
"145313",2014,6,28,-2,-1,"AA","JFK","MCO",127,944,6
"145314",2014,6,28,-6,-27,"US","LGA","CLT",79,544,7
"145315",2014,6,28,-6,-35,"US","JFK","CLT",77,541,18
"145316",2014,6,28,-3,-27,"US","LGA","CLT",83,544,12
"145317",2014,6,28,-5,-25,"US","LGA","CLT",75,544,14
"145318",2014,6,28,-3,-20,"US","EWR","PHX",272,2133,16
"145319",2014,6,28,-7,-19,"US","EWR","PHX",277,2133,10
"145320",2014,6,28,-1,-14,"US","EWR","PHX",277,2133,13
"145321",2014,6,28,4,15,"US","JFK","PHX",287,2153,6
"145322",2014,6,28,-4,-31,"US","JFK","PHX",276,2153,16
"145323",2014,6,28,-2,-6,"US","JFK","PHX",276,2153,10
"145324",2014,6,28,-7,-16,"US","EWR","CLT",81,529,8
"145325",2014,6,28,-3,3,"US","EWR","CLT",104,529,17
"145326",2014,6,28,-5,-17,"US","EWR","CLT",85,529,10
"145327",2014,6,28,-8,-4,"US","JFK","CLT",76,541,6
"145328",2014,6,28,15,3,"US","JFK","CLT",83,541,10
"145329",2014,6,28,-6,-43,"US","EWR","CLT",75,529,18
"145330",2014,6,28,-10,-13,"US","EWR","CLT",70,529,13
"145331",2014,6,28,-3,-19,"US","EWR","CLT",73,529,14
"145332",2014,6,28,-7,3,"US","LGA","CLT",99,544,17
"145333",2014,6,28,-2,11,"US","JFK","CLT",87,541,8
"145334",2014,6,28,0,-18,"US","EWR","CLT",74,529,5
"145335",2014,6,28,0,5,"VX","JFK","LAX",327,2475,7
"145336",2014,6,28,30,20,"VX","JFK","LAX",320,2475,9
"145337",2014,6,28,1,8,"VX","JFK","LAX",322,2475,11
"145338",2014,6,28,-5,-10,"VX","JFK","LAX",311,2475,12
"145339",2014,6,28,23,-7,"VX","JFK","LAX",322,2475,16
"145340",2014,6,28,-8,-14,"US","JFK","CLT",86,541,11
"145341",2014,6,28,-4,-5,"US","LGA","PHL",35,96,5
"145342",2014,6,28,-6,-22,"US","LGA","CLT",77,544,6
"145343",2014,6,28,-12,-19,"US","LGA","CLT",79,544,15
"145344",2014,6,28,-3,-11,"US","LGA","CLT",79,544,18
"145345",2014,6,28,-3,-9,"US","LGA","CLT",79,544,11
"145346",2014,6,28,-4,-11,"US","LGA","CLT",86,544,9
"145347",2014,6,28,41,18,"US","LGA","CLT",80,544,9
"145348",2014,6,28,12,-2,"US","EWR","CLT",74,529,6
"145349",2014,6,28,-8,-15,"US","LGA","BOS",36,184,7
"145350",2014,6,28,-12,-31,"US","LGA","BOS",34,184,9
"145351",2014,6,28,-3,-16,"US","LGA","DCA",39,214,8
"145352",2014,6,28,29,24,"US","LGA","DCA",42,214,11
"145353",2014,6,28,-10,-29,"US","LGA","DCA",38,214,12
"145354",2014,6,28,22,13,"VX","JFK","SFO",334,2586,7
"145355",2014,6,28,-7,-35,"VX","EWR","LAX",313,2454,9
"145356",2014,6,28,-3,6,"VX","EWR","LAX",332,2454,12
"145357",2014,6,28,-8,-18,"VX","EWR","LAX",321,2454,17
"145358",2014,6,28,7,-13,"VX","EWR","SFO",340,2565,7
"145359",2014,6,28,-7,-21,"VX","EWR","SFO",342,2565,10
"145360",2014,6,28,-3,-27,"VX","EWR","SFO",342,2565,17
"145361",2014,6,28,31,31,"VX","JFK","SFO",333,2586,11
"145362",2014,6,28,3,-1,"VX","JFK","LAS",294,2248,9
"145363",2014,6,28,10,-12,"VX","JFK","SFO",334,2586,12
"145364",2014,6,28,18,14,"VX","JFK","SFO",371,2586,17
"145365",2014,6,28,8,-5,"WN","LGA","ATL",105,762,12
"145366",2014,6,28,3,-38,"WN","LGA","ATL",103,762,20
"145367",2014,6,28,-2,-26,"WN","LGA","ATL",102,762,6
"145368",2014,6,28,2,-12,"WN","LGA","BNA",106,764,6
"145369",2014,6,28,-7,-26,"WN","LGA","BNA",103,764,11
"145370",2014,6,28,-1,-23,"WN","LGA","BNA",105,764,14
"145371",2014,6,28,32,17,"WN","LGA","CAK",56,397,13
"145372",2014,6,28,-9,-30,"WN","LGA","CAK",60,397,17
"145373",2014,6,28,-4,-29,"WN","LGA","DEN",205,1620,9
"145374",2014,6,28,18,7,"WN","LGA","DEN",237,1620,15
"145375",2014,6,28,22,-5,"WN","LGA","HOU",197,1428,20
"145376",2014,6,28,7,-4,"WN","LGA","HOU",195,1428,7
"145377",2014,6,28,0,-8,"WN","LGA","HOU",199,1428,11
"145378",2014,6,28,0,-34,"WN","LGA","HOU",198,1428,16
"145379",2014,6,28,0,-26,"WN","LGA","MDW",104,725,6
"145380",2014,6,28,-5,-43,"WN","LGA","MDW",102,725,17
"145381",2014,6,28,-5,-15,"WN","LGA","MDW",132,725,14
"145382",2014,6,28,-3,-30,"WN","LGA","MDW",101,725,8
"145383",2014,6,28,16,-4,"WN","LGA","MDW",104,725,21
"145384",2014,6,28,1,-36,"WN","LGA","MDW",105,725,19
"145385",2014,6,28,-1,-35,"WN","LGA","MDW",99,725,11
"145386",2014,6,28,10,-17,"WN","LGA","MKE",101,738,9
"145387",2014,6,28,-2,-38,"WN","LGA","MKE",100,738,13
"145388",2014,6,28,25,-9,"WN","LGA","STL",125,888,16
"145389",2014,6,28,-2,-26,"WN","LGA","STL",120,888,5
"145390",2014,6,28,5,-13,"WN","EWR","AUS",197,1504,13
"145391",2014,6,28,-5,-9,"WN","EWR","BNA",104,748,6
"145392",2014,6,28,-1,-24,"WN","EWR","DEN",208,1605,12
"145393",2014,6,28,0,-17,"WN","EWR","HOU",193,1411,16
"145394",2014,6,28,-4,-8,"WN","EWR","HOU",192,1411,6
"145395",2014,6,28,-2,-20,"WN","EWR","MDW",97,711,9
"145396",2014,6,28,-4,4,"WN","EWR","MDW",128,711,13
"145397",2014,6,28,8,-6,"WN","EWR","MDW",119,711,18
"145398",2014,6,28,-2,-20,"WN","EWR","MDW",98,711,5
"145399",2014,6,28,-2,-11,"WN","EWR","MSY",158,1167,7
"145400",2014,6,28,18,20,"WN","EWR","PHX",286,2133,16
"145401",2014,6,28,-1,-12,"WN","EWR","STL",121,872,7
"145402",2014,6,28,-11,-2,"MQ","LGA","DTW",77,502,9
"145403",2014,6,28,-5,-9,"MQ","LGA","RDU",71,431,6
"145404",2014,6,28,0,-3,"MQ","JFK","CMH",73,483,20
"145405",2014,6,28,-7,-16,"MQ","JFK","RDU",70,427,12
"145406",2014,6,28,-9,-27,"MQ","LGA","BNA",103,764,8
"145407",2014,6,28,-10,-27,"MQ","LGA","CMH",67,479,8
"145408",2014,6,28,-1,-2,"MQ","LGA","RDU",63,431,14
"145409",2014,6,28,11,-16,"MQ","LGA","SDF",96,659,15
"145410",2014,6,28,-7,-13,"MQ","LGA","RDU",68,431,11
"145411",2014,6,28,-5,-16,"MQ","LGA","ORF",50,296,16
